;URL;Osoite;Alue;Myyntihinta;Velaton hinta;Pinta-ala;Neliöhinta;Rahoitusvastike;Hoitovastike;Yhtiövastike;Muut kustannukset;Kerros;Huonekokoonpano;Huoneet;Vapautuminen;Parveke;Kylpyhuoneen varusteet;Sauna;Taloyhtiössä sauna;Säilytystilat;Näkymät;Tulevat remontit;Tehdyt remontit;Infoteksti
124;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15609195;Ranta-Tampellan katu 12 A 46, 109, Tampere;109;101 400 €;338 000 €;45 m²;7 511,11 € / m;1 078,22 € / kk;171 € / kk;1 249,22 € / kk;;8 / 9;2H+KT;2;;Kyllä;;Ei;;;;;;"Kanavan varrella – Tutustu Tampereen Ranta-Tampellan Kaplaniin

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme! 

Tampereen Ranta-Tampellaan rakennetaan nyt unelmia, jotka harvoin toteutuvat. Täällä paistatellaan päivää helteen lämmittämällä uimarannalla ja heitetään talviturkit kanavan raikkaassa järvivedessä, nautitaan kahvit retkikupista laiturilla ja lähdetään illaksi keskustaan syömään. As. Oy Ranta-Tampellan Kaplanissa asut modernissa kodissa kanavan varrella – omassa rauhassa mutta lähellä kaikkea. Omalle tontille rakentuvassa, yhdeksänkerroksisessa Kaplanissa on yhteensä 52 asuntoa, joissa on huoneita yhdestä kolmeen. Näissä toimivissa ja hyvinvarustelluissa kodeissa asuminen on helppoa ja arjessa on välimerellisen lomakohteen leppoisaa tunnelmaa. Kanavakorttelin viihtyisä sisäpiha kohoaa kävelykatujen yläpuolelle, suojaan katseilta ja tuulelta. 

Talon alimmassa kerroksessa on vilvoitteluterassillinen yhteissauna ja naapuriin hieman myöhemmin rakentuvasta avantosaunasta pääsee muutamalla askeleella kanavan virkistävään veteen. Asukkaiden käytössä on myös yhteisiä sup-lautoja, jotka pääsevät käyttöön pihan eteen aukeavassa kanavassa.   

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä. 

Lue lisää: skanska.fi/kaplan"
125;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15608660;Federleynkatu 8 A 21, Niemenranta, Tampere;Niemenranta;58 530 €;195 100 €;48 m²;4 064,58 € / m;105,35 € / kk;187,20 € / kk;343,91 € / kk;;3 / 6;2h+kk+s;2;;Kyllä;;Kyllä;;;;;;"Lisää suosittuja YIT Koteja +55 -vuotiaille! Nestorin Ellin seniorikodit sijaitsevat upeiden ulkoilualueiden vieressä. Lielahtikeskuksen palveluihin on noin kilometri. Bussi kulkee vartin välein ja alueelle on suunnitteilla myös raitiotie. 

Korkealaatuisissa seniorikodeissa on huomioitu esteettömyys ja asumisturvallisuus. Kodissa on monia arkea helpottavia lisävarusteita, jotka ovat avuksi iän karttuessa.

Tutustu Ellin seniorikoteihin ja valitse sinulle sopivin hyvän olon +55 -koti (31–63 m²). Osassa on oma sauna, osassa oma pikkupiha. Mitä nopeammin toimit, sitä enemmän voit vaikuttaa kotisi sisustukseen ja varustukseen. 

Mukavuudet jatkuvat kodin seinien ulkopuolelle:
Nestorin Ellin asukkaiden käytössä on monitoimipihan lisäksi viereisen Nestorin Aarteen palvelut, tilat ja aktiviteetit. Niemenrannan naapuriopas Pertti Tammea viehätti nimenomaan kodin mukana tuleva kokonaispaketti: ”Talossa on kaikki palvelut, kuntosali ja uima-allas.” Lue lisää aidon asukkaan kokemuksia: https://www.yit.fi/asunnot/naapurioppaat/naapuriopas-pertti

Lähellä-reviirissä elät sujuvaa arkea hyvien palveluiden ja liikenneyhteyksien äärellä. Asiat hoituvat nappia painamalla, hissi vie ja bussi tuo. Lue lisää: http://www.yit.fi/reviirit"
126;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15608521;Näsilinnankatu 46 A, Nalkala, Tampere;Nalkala;215 000 €;215 000 €;57 m²;3 771,93 € / m;;313,50 € / kk;313,50 € / kk;Muut maksut: Hoitovastike II 47,00 (e/hlö/kk) Autohallivuokra alv 24%, 173,60 (e/kk).;2 / 7;2h, k, kph/wc, s, viherhuone;2;heti;Ei;Pesutilojen kuvaus: Kylpyhuone: suihku, wc-istuin seinäkiinnitteinen, kaksi peiliä, pyykinpesukone, kaappi lattia laatta seinät kaakeli;Kyllä;;Kuvaus: kaapistot, huoneistokohtainen irtaimistovarasto;;Kunnossapitotarveselvityksen (esitetty yhtiökokoukselle 24.04.2019) mukainen kunnossapitotarve seuraavan viiden vuoden aikana: 2019 - 2020 lämmitysverkoston tasapainotus ja säätö. Vuosittain suoritettavat: turvallisuuskävely ja pelastussuunnitelman päivitys, väestönsuojan vuositarkastus ja kattohuolto;"Kunnossapitotarveselvityksen (esitetty yhtiökokoukselle 24.04.2019) mukaiset suoritetut huomattavat kunnossapito- ja muutostyöt: 2012 talosaunan kunnostus ja kiukaan uusiminen, viherhuoneiden termostaattiasennukset, 2014 kuparijulkisivun osittainen saumaus, tutkimus; korjaustoimenpiteet osittain urakoitsijan toimesta, 2015 IV-kanavien puhdistukset ja säädöt, autohallin kansirakenteen halkeama ja vedeneristykset korjattu, 2016 asuntojen lukkojen muutos mekaanisiksi, sisäpihan terassin huoltokäsittely (toiseen kertaan 2017), julkisivupellityksen suojaus ja vesivaurioiden korjaukset, 2017 märkätilojen kuntokartoituksen mukaisia korjauksia.";"Vaivatonta asumista keskustassa.

Tarjolla mahdollisuus senioriasumiseen toisen kerroksen avarassa saunallisessa kaksiossa. Taloyhtiössä on huomioitu esteetön kulku, kaikissa sen tiloissa. Tuleva kotisi on hyväkuntoinen ja täyttää ehdottomasti laadukkaan asumisen kriteerit. Avarasta eteisestä on käynti suureen olohuoneeseen, joka yhdistyy kätevästi keittiöön, josta löydät laadukkaat kodinkoneet sekä hyvin säilytys- ja laskutilaa. Makuuhuoneeseen pääset kätevästi niin eteisestä kuin olohuoneesta. Isossa kylpyhuoneessa on hyvin tilaa pyykkihuollolle, siivousta helpottava seinäkiinnitteinen wc-istuin ja pyykinpesukone valmiina. Omasta saunasta saat hyvät löylyt, milloin vain. Asunnon kruunaa isokokoinen viherhuone, josta pystyt nauttimaan ympäri vuoden.

Kaikki keskustan palvelut kävelyetäisyydellä, haluat sitten käydä ostoksilla Kauppahallissa, aamukahvilla Laukontorilla tai kävelyllä Pyynikin maisemissa.

Vuonna 2006 valmistunut Asunto Oy Tampereen Suvantopuisto käsittää yhteensä 77 asuinhuoneistoa ja 5 liikehuoneistoa. Yhtiön rakennukset lämpenevät kaukolämmöllä, huoneistoissa on viilennysjärjestelmä, automaattiset paloilmaisimet ja sprinklerit, kiinteistöstä huolehtii huoltoyhtiö. Yleisistä tiloista löytyy lämmin varastotila ja asukkaiden käytettävissä olevat kerhohuone, kuntosali ja sauna. Kunnossapitotarvesuunnitelman mukaan yhtiössä tehdään lähivuosina vain huolto- ja tarkistustoimenpiteitä. Normaalin hoitovastikkeen lisäksi taloyhtiölle maksetaan tuetun asumisen palveluista henkilöittäin. Tämä hoitovastike pitää sisällään muun muassa palveluohjauksen myötä apua arkiasioissa.

Varaa oma yksityisesittelyaikasi ja lähdetään tutustumaan tulevaan kotiisi.

Jukka Suomela
Kiinteistönvälittäjä, LKV, KiAT
0503031147
Jukka.suomela@glik.fi

Glik LKV osaltaan ehkäisee koronaviruksen leviämistä siirtämällä yleisnäyttöjä. Epidemian aikana järjestämme ainoastaan yksityisnäyttöjä. Kun haluat tutustua tähän  kohteeseen, jätäthän ystävällisesti yhteydenottopyynnön tai otat yhteyttä kohteen välittäjään.
 
 Ohjeita esittelyyn tulevalle:
 - Kun varaat yksityisen esittelyn, olethan varmasti terve etkä ole esim. ulkomaan matkan takia karanteenissa.
 - Näytöillä noudatetaan viranomaismääräyksiä ja suosituksia esim. käsihygienian suhteen.
 - Mikäli koet, että teillä tai jollakin perheenjäsenellä on flunssan oireita (nuha, yskä, kurkkukipu tai kuume),
   peruthan viipymättä varaamasi esittelyn.
 
 Kiitos"
127;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607980;Hämeenpuisto 33 A, Hämeenpuisto, Tampere;Hämeenpuisto;229 000 €;229 000 €;53,5 m²;4 280,37 € / m;;257,47 € / kk;257,47 € / kk;Sauna: 16 EUR/kk. Parkkipaikan maksut: 37 EUR/kk;2 / 7;2h,avok,kph/wc,vh;2;heti;Ei;Pesutilojen kuvaus: Tilava pesuhuone tehty vuonna 2016 laadukkain materiaalein. Suihku eroteltu toivotusti wc-osaston kanssa. Pesuhuoneessa lisäksi tilaa pesutornille. Varustus: suihkuseinä, pesukoneliitäntä, lattialämmitys, wc-istuin, suihku.;Ei;;kellarikomero;Huoneiston kaikista ikkunoista rauhalliset sisäpiha näkymät.;Yhtiössä on käynnistynyt lisärakentamista koskeva projekti. Lisärakentamisessa nykyisiä kiinteistöjä korotettaisiin yhdellä kerroksella ja samassa yhteydessä toteutetaan pihakansiremontti, vesikatto peruskorjataan, parvekkeiden pinnoitus ja huoltomaalaus, lukituksen uusiminen, ilmanvaihdon korjaus, ulko-ovien uusiminen ja julkisivun rappauksen korjaus. Lisärakentamisoikeuden myynnistä saaduilla varoilla kustannetaan vaadittavat remontit, jolloin osakkeenomistajille ei tule remontista kustannuksia. Hissien osalta C- ja D-portaisiin lisäkerroksen rakentamisen yhteydessä. A- ja B-portaiden hissit uusitaan kun korkean talon lisäkerros rakennetaan. Pihakannen uusimisen yhteydessä kannen alle rakennetaan autohalli, josta nykyiset osakkaat saisivat ostaa oman autohallipaikan. Pihakannen rakentamisen ja korkean talon korotuksen osalta rakennuslupaa odotetaan, rakennusprojekti on kokonaisuudessaan aikataulussa.;1989 Hämeenpuisto 33 julkisivuremontti. 1989 Hallituskatu 22 vesikaton korjaus. 1997 Hallituskatu 22 julkisivuremontti. 1999 Hissiremontti. 2002 Lämpökeskuksen ja lukoston uusiminen. 2006 Porraskäytävien maalaus. 2005-2006 LVIS-saneeraus. 2009-2010 Ikkunoiden ja parvekeovien uusiminen, myös tuuletusparvekkeet. 2009-2010 Liikehuoneistojen ja porraskäytävien ulko-ovien uusiminen (Hallituskatu 22). 2012 Graniittisokkelin kunnostus (Hämeenpuisto 33). 2014 Ovipuhelimien uusiminen. 2017 IV-kanavien korjaus.;"ARVOSTETTU TALOYHTIÖ

Nyt tarjolla kerrassaan huippusijainnilta upean tilava kaksio. Tämä kaunis huoneisto on kokenut vuonna 2016 täydellisen saneerauksen, jossa koko huoneisto pohjaratkaisuineen on uusittu. Nykyinen pohjaratkaisu tarjoaa vastinetta tämän päivän vaatimuksiin avaruutensa ja huonekokojensa osalta. Remontissa asunnon keittiö on uusittu kokonaisuudessaan niin, että se yhdistyy tämän päivän toiveiden mukaisesti olohuoneen kanssa. Huoneiston pesuhuone on uudistettu myös kokonaisuudessaan ja pesuhuoneen yhteyteen on jätetty tilaa myös kodinhoidolle. Tilavan olohuoneen ja makuuhuoneen isoista ikkunoista tulvii valoa. Huoneiston jokainen tilava ikkuna on rauhalliselle sisäpihalle päin.

Asunto Oy Puisto-Häme on vuonna 1956-1959 valmistunut arvostettu taloyhtiö, joka sijaitsee omalla 2448 m²:n tontilla. Yhtiöön kuuluu 2 erillistä kiinteistöä, 58 kpl asuinhuoneistoa ja 42 liikehuoneistoa. Lämmitysmuotona yhtiössä on taloudellinen kaukolämpö ja näin myös asumiskustannukset pysyvät edullisina. Yhtiössä ollaan vuosien ja vuosikymmenten aikana tehty suuria saneerauksia mm. LVIS-remontti 2005-2006 ja ikkunat/parvekeovet 2009-2010. Tulevaisuus yhtiössä näyttääkin hyvältä, koska yhtiössä on aloitettu lisärakentamishanke. Lisärakentamisessa nykyisiä kiinteistöjä korotetaan yhdellä kerroksella ja samassa yhteydessä toteutetaan pihakansiremontti ja uusitaan yhtiön hissit. Lisärakentamisoikeuden myynnistä saaduilla varoilla kustannettaan vaadittavat remontit, jolloin osakkeenomistajille ei tule remontista kustannuksia. Pihakannen uusimisen yhteydessä kannen alle rakennetaan autohalli, josta nykyisillä osakkailla on mahdollisuus ostaa oma autohallipaikka. Mahdollisuus vuokrata lämmin autohallipaikka viereisestä yhtiöstä.

Sijainti tarjoaa upeat asumismukavuudet niin kattavien keskustan palveluiden, kuin myös Hämeenpuiston ja Pyynikin upeiden ulkoilumaastojen osalta. Läheltä löytyvät myös kattavat liikenneyhteydet. 

Tämä huoneisto vapautuu heti kaupanteossa.

Tampereen Kotijoukkue Oy tarjoaa laadukkaan 3D-virtuaaliesittelyn, kopioi alla oleva linkki niin pääset tutustumaan kohteeseen: 

https://my.matterport.com/show/?m=RrpZ3gPF7Z4"
128;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607864;Kansikatu 8 B 209, Keskusta, Tampere;Keskusta;159 270 €;336 390 €;53,5 m²;6 287,66 € / m;314,28 € / kk;213,47 € / kk;527,75 € / kk;Tontin vuokravastike 250,92 € / kk. Lunastamalla asuntokohtaisen tonttiosuuden (58.979 €) vapaudut tontin vuokravastikkeen maksamisesta..;16 / 17;2h+kt+s+lasit.p;2;Arvioitu valmistuminen joulukuussa 2020;Kyllä;Suihku, pesukoneliitäntä, lattialämmitys, sauna;Kyllä;;;;;;"Asunto Oy Tampereen Wallesmanni rakentuu erinomaiselle paikalle joka on haluttu nyt ja tulevaisuudessa. Tässä asut todellakin keskustan sykkeessä; Ratinan kauppakeskus, Koskikeskus ja kohta myös Areena ovat aivan vieressä - Pyhäjärven rantaankaan ei montaa minuuttia kävele. Tämä luksuskaksio sijaitsee talon 16. kerroksessa ja koko asunnon levyiseltä parvekkeelta onkin komeat näköalat länteen yli kaupungin kattojen. Soita meille ja kysy lisää!"
129;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607755;Kansikatu 8 B 195, Keskusta, Tampere;Keskusta;152 922 €;322 990 €;53,5 m²;6 037,20 € / m;301,77 € / kk;213,47 € / kk;515,24 € / kk;Tontin vuokravastike 250,92 € / kk. Lunastamalla asuntokohtaisen tonttiosuuden (58.979 €) vapaudut tontin vuokravastikkeen maksamisesta..;14 / 17;2h+kt+s+lasit.p;2;Arvioitu valmistuminen joulukuussa 2020;Kyllä;Suihku, pesukoneliitäntä, lattialämmitys, sauna;Kyllä;;;;;;"Asunto Oy Tampereen Wallesmanni rakentuu erinomaiselle paikalle joka on haluttu nyt ja tulevaisuudessa. Tässä asut todellakin keskustan sykkeessä; Ratinan kauppakeskus, Koskikeskus ja kohta myös Areena ovat aivan vieressä - Pyhäjärven rantaankaan ei montaa minuuttia kävele. Tämä luksuskaksio sijaitsee talon 14. kerroksessa ja koko asunnon levyiseltä parvekkeelta onkin komeat näköalat länteen yli kaupungin kattojen. Soita meille ja kysy lisää!"
130;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607757;Kansikatu 8 B 196, Keskusta, Tampere;Keskusta;157 206 €;332 030 €;54 m²;6 148,70 € / m;310,21 € / kk;215,46 € / kk;525,67 € / kk;Tontin vuokravastike 253,26 € / kk. Lunastamalla asuntokohtaisen tonttiosuuden (59.530 €) vapaudut tontin vuokravastikkeen maksamisesta..;14 / 17;2h+kt+s+lasit.p;2;Arvioitu valmistuminen joulukuussa 2020;Kyllä;Suihku, pesukoneliitäntä, lattialämmitys, sauna;Kyllä;;;;;;"Tässä 14. kerroksen luksuskaksiossa on valtava, koko asunnon levyinen länsiparveke josta kelpaa katsella maisemaa kaupungin kattojen ylitse. Asunto Oy Tampereen Wallesmanni rakentuu erinomaiselle paikalle joka on haluttu nyt ja tulevaisuudessa. Tässä asut todellakin keskustan sykkeessä; Ratinan kauppakeskus, Koskikeskus ja kohta myös Areena ovat aivan vieressä - Pyhäjärven rantaankaan ei montaa minuuttia kävele. Soita meille ja valitse omasi!"
131;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607703;Pellervonkatu 24 A, Kaleva, Tampere;Kaleva;168 208,59 €;198 000 €;57 m²;3 473,68 € / m;134,05 € / kk;211,65 € / kk;345,70 € / kk;Muut maksut: Vesimaksuennakko 15€/hlö/kk.;2 / 9;2h, k, kph, khh, lasit.parv.;2;heti;Kyllä;Pesutilojen kuvaus: allaskaappi Varustus: suihkuseinä, lattialämmitys, wc-istuin, suihku, peilikaappi.;Ei;;jäähdytetty kellari, kellarikomero;;Kunnossapitotarveselvityksen mukaan: V. 2020: Vesikattojen kunotarkastus;2019: Kartonkikeräysastian hankkiminen 2019: Lukitusten uusiminen elektroniseksi lukitusjärjestelmäksi 2018: Sadevesijärjestelmän kunnostusta 2016-2018 Putkistosaneeraus/Talotekninen perusparannus 2016: Kiinteistön parvekeikkunoiden uusiminen 2015 Haitta-ainekartoitus ja märkätilakartoitus 2015 LVV- kuntotutkimus 2010 IV-kanaviston puhdistus 2010 Lämmönsiirtimien uusiminen 2007 Hissien saneeraus 2006: Lukkosarjoitus 2002 Porras- ja kellarikäytävien maalaus 1999 Ulkoseinien korjaukset, julkisivukunnostusta (laajuus ei tiedossa) 1996 Vesikatteen uusiminen (tasakatto osuudet) 1989 Ikkunoiden uusiminen;"SIJAINTI SIJAINTI SIJAINTI!

Tampereen trendikkäimältä asuinalueelta Kalevasta on vapautumassa tilava 57m2 kaksio. Uutta asukasta odottaa v. 2017 todella hyvällä maulla remontoitu koti. Huoneistossa on erillinen keittiö, tilavat huoneet sekä putkiremontin yhteydessä remontoitu kylpyhuone.  LVI-saneerauksen yhteydessä muutostyönä vaatehuone on muutettu käytännölliseksi kodinhoitohuoneeksi, jossa on tilaa pesukoneelle sekä vaatteille. Asuinmukavuutta on lisäämässä lasitettu parveke. 

Alueen viihtyisät puistoalueet sekä trendikkäät ravintolat ovat vertaansa vailla.
Kaupin urheilupuisto, Tampereen uintikeskus sekä sen yhteydessä sijaitseva maauimala ja alueen useat kuntosalit tarjoavat erinomaiset puitteet liikunnan ystävälle. Kalevan Prisma-keskukselle kävellen matkaa tulee vain vajaa 5 minuuttia.

Sijoitusasuntoa etsivälle kyseessä on vaivattomasti vuokrattava kohde, sillä Kaleva on yksi Tampereen halutuimmista alueista myös vuokrakotia etsivien keskuudessa. 
Ja pakkohan se on mainita, että tulevaisuudessa vierestä liikennöivä raitiotie tuskin heikentää yhtiön ja alueen arvostusta.

As Oy Pellervontornit on vuonna 1965 valmistunut taloyhtiö, jossa on 81 asuinhuoneistoa. Yhtiössä on vuosien mittaan tehty paljon taloteknisiä perusparannuksia. Viimeisimpänä suurena hankkeena on toteutettu v. 2018 valmistunut putkistosaneeraus. 

Älä nuku onnesi ohitse! 

Järjestämme toistaiseksi vain yksityisesittelyitä, joten varaa sinulle sopiva esittelyaika. 

Lisätiedot ja esittelyt:
Jussi Kuitunen, LKV, KiAT, LVV, Partner
p. 040 560 6654, jussi.kuitunen@bo.fi
https://bo.fi/henkilo/jussi-kuitunen/
https://www.facebook.com/kuitunenlkv/"
132;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607471;Elonpolku 5 A, Janka, Tampere;Janka;162 000 €;162 000 €;45,5 m²;3 560,44 € / m;0 € / kk;205,50 € / kk;205,50 € / kk;;4 / 4;2h, kk, sauna ja lasitettu parveke;2;30.04.2020;Kyllä;Laatoitettu saunaosasto, suihku, allaskaappi, peilikaappi, komero, wc-istuin, tilavaraus pyykinpesutornille, lattialämmitys;Kyllä;;;;"Kunnossapitotarveselvitys; 2020 hissin modernisaatio, 2021 ilmanvaihtokanavien puhdistus, ilmamäärien säätö, laitteiden huolto, 2021 patteriventtiilien uusiminen kesällä ja lämmitysjärjestelmän tasapainotus pakkasilla. 2021 ikkunoiden tarkastus ja huolto. 2022 aidan uusiminen. 2023 vaihtoehtoisten lämmitystapojen selvittäminen. 
2020, 2023 kolmen vuoden välein vaihdetaan korvausilmasuodattimet.
2021, 2024, 2027 muiden sähkötekisten laitteiden ja järjestelmien korjaukset, patteripalovaroittimien patterivaihto taloyhtiön puolesta.
Vuosittain muiden sähköteknisten laitteiden ja järjestelmien korjaukset, sähköisten palovaroittimien testaus.

Telia Oyj:n toimittama laajakaista kaikissa asunnoissa. Kustannukset sisältyvät hoitovastikkeeseen.";"kts. kunnossapitotarveselvitys; 2003 pihavaraston rengashyllyjen asennus. 2006 piha-aidan rakentaminen. 2008 jätekatoksen oven asentaminen. 2013 kiinteistön 10-vuotistarkastus. 2013 ilmanvaihtokanavien puhdistus, ilmamäärien säätö, laitteiden huolto, kiinteistössä käytetään energiaa säästäviä lamppuja, v.2013 huoneistojen vedenmittausjärjestelmän uusiminen. 2015 ikkunoiden ulkolasien huoltokorjauksia ja silikonitiivisteiden uusiminen. 2016 väestönsuojan 10-vuotistarkastus ja uusimiset, 2018 parvekelasien huolto, 2018 palovaroittimien ja keskuksen uusiminen";VIIHTYISÄ  JA  HYVÄKUNTOINEN  v.2003 VALMISTUNUT HUONEISTO   KIVALLA  PAIKALLA  PÄÄTTYVÄN  KADUN  VARRELLA!  Tehokkaasti ja käytännöllisesti suunniteltu 4.kerroksen toimiva huoneisto, jossa jokainen neliö on käytössä. Yhdistetty tupakeittö - olohuone, josta käynti aurinkoiselle lasitetulle parvekkeelle. Laatoitettu saunaosasto, jossa lattialämmitys. Talossa on hissi ja kuivaushuone. Huoneistokohtaiset vesimittarit. Mahdollisuus vuokrata autopaikka samasta yhtiöstä. Hoito- ja hoivapalveluja tarjoaa vieressä sijaitseva Elonpolku Oy, (kts. esite yhtiöjärjestys 3§ 55 vuotta) Hyvät bussiyhteydet keskustaan. Jankan palvelut lähistöllä. Uusi lähikauppa Sale vain 200m kävelyetäisyydellä! Huoneisto vapautuu huhtikuun lopussa.  Lisätiedot ja joustavat esittelyaikavaraukset Anne Hietala anne.hietala@veranta.fi, 044 7509670.
133;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607425;Aaronaukio 2 a, Kaleva, Tampere;Kaleva;101 100,54 €;229 000 €;46,5 m²;4 924,73 € / m;553,93 € / kk;227,85 € / kk;781,78 € / kk;Kuitu-/kaapeli-tv vastike (e/kk) 5,70e;7 / 8;2h, kt, kph, vh, lasitettu parveke;2;Vapautuminen sopimuksen mukaan;Kyllä;Suihku, allaskaappi, peilikaappi, pesukoneliitäntä;;;;;Kunnossapitotarve seuraavan viiden vuoden aikana: Takuukorjaukset (rakennuttajan toimesta);;"Myydään Kalevasta kattavien palveluiden ääreltä tyylikäs kaksio seitsemännestä kerroksesta. Asunnossa lasitettu parveke ja tilava vaatehuone.

Asunto Oy Kalevan Iris on valmistunut vuonna 2017.

Useat palvelut ja hyvät harrastemahdollisuudet kävelymatkan päässä. Pidemmät matkat taittaa helposti bussiyhteyksillä tai pian valmistuvan ratikan avulla.

Tervetuloa tutustumaan!

Ota yhteyttä ja sovi oma yksityisnäyttösi!

Myynti ja tiedustelut:

Mari Torvi
mari.torvi@openmarket.fi"
134;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15607200;Kokinpellonrinne 4 D, Vuores, Tampere;Vuores;47 230,41 €;129 000 €;33 m²;3 909,09 € / m;383,07 € / kk;138,60 € / kk;521,67 € / kk;;2 / 2;2h+kt;2;01.05.2020 mennessä;Ei;Varustus: pesukoneliitäntä, wc-istuin, suihku.;Ei;;;;;;"Nyt vapautumassa siistikuntoinen asunto Vuoreksen parhaimmalta paikalta. Huoneiston pohjaratkaisu on tomiva ja siihen on tehty materiaaleihin paljon laadukkaita tasonnostoja jo rakennusvaiheessa. Keittiö yhdistyy hienosti valoisaan olohuoneeseen, josta on kulku lasitetulle parvekkeelle. Kaksi tilavaa makuuhuonetta ja paljon säilytystilaa. Upeat saunatilat lisäämässä asumismukavuutta. .

As Oy Tampereen Vuoreskallio on v. 2017 valmistunut ja laadukkaasti rakennettu yhtiö. Yhtiö koostuu yhteensä 27 asuinhuoneistosta. Lämmitysmuotona on kaukolämpö joka on jaettu miellyttävästi vesikiertoisena lattialämmityksenä. Ilmanvaihto on koneellinen lämmöntalteenotolla.

Tätä uniikkia kotia esittelen mielelläni, joten varaa sinulle parhaiten sopiva yksityisesittelyaika

Nico Ylänen
puh.040 1928 192 
nico.ylanen@asuntopehtoori.fi"
